X,...1,date,EmployeeStatus,reviewer_id,rating_overall,rating_workfamily,rating_culture,rating_diversity,rating_leadership,rating_opportunity,rating_compensation,review_pros,review_cons,ceo_approval,companyid,ceo_app2,cleaned_review_pros,cleaned_review_cons,gender,status
10119,13478,2018-05-21,True,20675589,2.0,0,0,0,0,0,0,"Good pay, benefits, and perks",Large company makes for stagnant growth and outdated processes,,7,,Good pay  benefits  perks,Large company makes stagnant growth outdated processes,1,1
4790,6503,2019-07-15,False,28007958,1.0,2,2,0,1,2,1,cant really think of anything I liked there.  cool coworkers I guess,it is the blind leading the blind here.  you will see what I mean once you join.,"""DISAPPROVE""",2,-1.0,cant really think anything liked  cool coworkers guess,blind leading blind  see mean join ,0,0
30419,39546,2014-08-09,False,4746919,4.0,5,4,0,2,3,3,The flexibility of time.\r\nNew ideas are well received,Its repetitive job.\r\nalmost no side benefits,,11,,flexibility timernNew ideas well received,repetitive jobrnalmost side benefits,1,0
348,446,2017-09-21,False,16941616,4.0,5,5,0,5,5,5,Loved this team - great people.,Lack of use of technology,"""NO_OPINION""",47,0.0,Loved team  great people ,Lack use technology,1,0
497,637,2022-06-14,False,65545544,5.0,4,2,1,1,2,1,"Discount, coworkers, snacks and hours",Everything else. Manager is a nut job.,"""DISAPPROVE""",44,-1.0,Discount  coworkers  snacks hours,Everything else  Manager nut job ,0,0
4006,5311,2020-06-22,False,33846055,3.0,5,5,0,4,5,4,Great salary and loved the people I worked with!,Managers would sometimes schedule you outside of your area of knowledge if they were short with no guidance.,"""APPROVE""",34,1.0,Great salary loved people worked ,Managers would sometimes schedule outside area knowledge short guidance ,1,0
12768,16542,2014-01-21,False,3565420,1.0,4,3,0,1,3,3,"Great opportunity to fine tune Business Management skills, fun product to sell, and great team members to work with.","No accountability to Salary Management, its all pushed down hill to Supervisory staff, the management are the Highest paid door greeters in the industry. Inconsistent expectations from one location to the next.","""APPROVE""",10,1.0,Great opportunity fine tune Business Management skills  fun product sell  great team members work ,accountability Salary Management  pushed hill Supervisory staff  management Highest paid door greeters industry  Inconsistent expectations one location next ,1,0
6619,8610,2021-12-27,False,57119032,,0,0,0,0,0,0,Can easily move up the ladder at Walgreens,"long hours, open every holiday",,5,,easily move ladder Walgreens,long hours  open every holiday,0,0
10308,12976,2015-07-20,True,7288430,5.0,2,1,0,1,2,2,Flexible work hours.  Have multiple campus and allow employees to work at any campus and from home.,Pay below industry standard.  Raise and compensation are pretty bad.,,11,,Flexible work hours  multiple campus allow employees work campus home ,Pay industry standard  Raise compensation pretty bad ,0,1
18251,24112,2022-03-03,True,60582790,3.0,5,5,5,5,5,5,"Very good work\u002Flife balance, supportive environment","I don’t know, maybe slow career changes as the company is very big","""APPROVE""",11,1.0,good workuFlife balance  supportive environment, know  maybe slow career changes company big,0,1
5467,7200,2021-11-08,True,55089551,,5,5,5,5,5,5,good pay compared to other places,Long hours and lots of standing,"""APPROVE""",10,1.0,good pay compared places,Long hours lots standing,0,1
12015,15718,2020-02-05,False,31699722,2.0,3,3,0,3,2,2,"Pros is that it's a faily large corporation and they have many people, so if you need time off you'll usually get it.","Schedule is all over the place, they'll ask you stay late any time it's needed. It get SUPER busy, especially during season and let me tell you the customers can be awful. wait times are long and there's only so many registers. and hopfully you like being a cashier because that's basically all you do when it gets slammed",,5,,Pros faily large corporation many people  need time usually get ,Schedule place  ask stay late time needed  get SUPER busy  especially season let tell customers awful  wait times long many registers  hopfully like cashier basically gets slammed,1,0
24957,33183,2018-03-23,True,19840581,5.0,3,3,0,2,2,1,"Its better to work here than doing a labour job, company gives part time benefits like insurance after 6 months","Compensation is too low, just the basic minimum set by Government. The amount of work that is expected is way beyond the pay grade. It's totally unfair to expect technical work of the highest standard when pay scale is bare minimum.","""NO_OPINION""",10,0.0,better work labour job  company gives part time benefits like insurance  months,Compensation low  basic minimum set Government  amount work expected way beyond pay grade  totally unfair expect technical work highest standard pay scale bare minimum ,1,1
6720,8929,2016-10-04,True,12183800,3.0,1,3,0,1,2,3,Fun fast paced energy loud,No work life balance at all,"""DISAPPROVE""",50,-1.0,Fun fast paced energy loud,work life balance,1,1
23117,30502,2011-10-31,True,1178275,4.0,2,0,0,2,2,3,Good pay for entry level,"weird hours, physical requirements were not described in the job descriptions nor during the interview. the work environment totally depends on who the manager is....","""NO_OPINION""",5,0.0,Good pay entry level,weird hours  physical requirements described job descriptions interview  work environment totally depends manager ,1,1
421,583,2022-05-20,True,64448126,5.0,4,5,5,4,5,5,Friendly team that want to help each other succeed,Need to put in the time early in your career to succeed down the line,,33,,Friendly team want help succeed,Need put time early career succeed line,0,1
123,123,2021-11-30,True,56013233,5.0,0,0,0,0,0,0,Great company to work for,Not great location to live,,42,,Great company work,great location live,0,1
1420,1842,2014-09-26,True,5050811,2.0,3,3,0,4,4,2,"Decent starting salary, Good health care benefits flexibility to work remotely from home when you need to. Great co workers.","Very difficult to increase salary from what you start with. Merrit increase is only 2% accross the board for everyone in the company. If you move to a new position in the company, your salary for new position is calculated by a 3-5 % increase of your current salary, instead of being determined by the salary range set for the specific  position you are moving to. Even if the new position is in a compleley different business unit or different organizational group. Only way to get any kind of significant increase is to quit and then be re-hired.","""APPROVE""",31,1.0,Decent starting salary  Good health care benefits flexibility work remotely home need  Great co workers ,difficult increase salary start  Merrit increase   accross board everyone company  move new position company  salary new position calculated   increase current salary  instead determined salary range set specific position moving  Even new position compleley different business unit different organizational group  way get kind significant increase quit rehired ,1,1
2941,3720,2019-03-11,True,25108959,,5,4,0,3,4,4,"Friendly environment, Complex cloud environment, Big team",Build the talent in house and retain the technical people.,"""APPROVE""",48,1.0,Friendly environment  Complex cloud environment  Big team,Build talent house retain technical people ,1,1
1047,1309,2011-12-12,True,1236054,3.0,4,0,0,4,4,4,Good work environment. Good salary. Innovative work,Work load is high. should be reduced,"""NO_OPINION""",18,0.0,Good work environment  Good salary  Innovative work,Work load high  reduced,1,1
3368,4513,2021-01-09,False,40328516,4.0,0,0,0,0,0,0,"Fun and exciting workplace, especially if you enjoy sports",Retail can be frustrating at times,,34,,Fun exciting workplace  especially enjoy sports,Retail frustrating times,1,0
787,1048,2015-11-30,False,8783070,5.0,3,3,0,1,3,3,Decent benefits but not exceptional; easy to be hired if you have people skills and a little common sense.,"With only a year on the job training you are expected to essentially be an office manager - sometimes that is a good thing, sometimes not. If you end up working with an FA who is ethical, fair and treats you as an equal than it can be a great working environment. If you end up with an FA who is not, then my advice is to tolerate the situation the best you can and GET OUT OF THERE AS FAST AS YOU CAN. At all costs avoid getting HR involved - they are trained to side with the FAs, aka, business producers. You are secondary and replaceable, hence that is why it is so easy to get hired with little or no experience. HR will make you think they are on your side but only in matters that are clearly against the law (sexual harassment, for example) they will not and cannot make the FA treat you well.","""NO_OPINION""",33,0.0,Decent benefits exceptional  easy hired people skills little common sense ,year job training expected essentially office manager  sometimes good thing  sometimes  end working FA ethical  fair treats equal great working environment  end FA  advice tolerate situation best GET FAST  costs avoid getting HR involved  trained side FAs  aka  business producers  secondary replaceable  hence easy get hired little experience  HR make think side matters clearly law  sexual harassment  example  make FA treat well ,1,0
5039,6564,2020-10-27,False,37661547,4.0,0,0,0,0,0,0,Flexible and decent pay. The discount was pretty nice too,Retail is madness. Lots of different customers to deal with,,34,,Flexible decent pay  discount pretty nice,Retail madness  Lots different customers deal,1,0
551,721,2015-01-22,False,5757328,3.0,4,3,0,2,4,4,Other great people who are trying to scale energy efficiency\r\nBiggest energy efficiency portfolio\r\nGreat office location\r\nGood work\u002Flife balance\r\nSit\u002Fstand desks,"Regulated utility (and the regulators leave something to be desired)\r\nGreat at acquiring good talent, but not so good at keeping it\r\nMeetings, meetings, meetings\r\nEmail, email, email\r\nMediocre middle management- they love to promote good individual contributors but not good leaders","""NO_OPINION""",19,0.0,great people trying scale energy efficiencyrnBiggest energy efficiency portfoliornGreat office locationrnGood workuFlife balancernSituFstand desks,Regulated utility  regulators leave something desired  rnGreat acquiring good talent  good keeping itrnMeetings  meetings  meetingsrnEmail  email  emailrnMediocre middle management love promote good individual contributors good leaders,1,0
2446,3152,2013-10-22,False,3217049,4.0,4,2,0,2,3,3,"Great work life balance, flex hours, and compensation.","Poor work ethic, lots of layoffs, people taking advantage of a sloppy system","""APPROVE""",18,1.0,Great work life balance  flex hours  compensation ,Poor work ethic  lots layoffs  people taking advantage sloppy system,1,0
3939,5146,2021-04-20,True,45812390,2.0,5,4,5,4,5,3,"Good, smart, and talented coworkers, plus interesting projects","Stagnant salary, negative public opinion",,11,,Good  smart  talented coworkers  plus interesting projects,Stagnant salary  negative public opinion,0,1
1696,2162,2021-11-10,True,55161718,1.0,4,5,5,3,3,4,"The company does care about their employees. They compensate well, from free product to bonuses.","Heavy sales environment.\r\nConversion, long hours on feet. Late nights.","""APPROVE""",50,1.0,company care employees  compensate well  free product bonuses ,Heavy sales environmentrnConversion  long hours feet  Late nights ,1,1
12187,15842,2015-12-03,True,8812411,5.0,5,5,0,4,5,4,Learning experience and depending on which store you work at management is pretty lie chill,One store I worked at they were really strict and because of the holidays you get a lot of hours which is good but once that period is over you're no longer making enough money,,10,,Learning experience depending store work management pretty lie chill,One store worked really strict holidays get lot hours good period longer making enough money,1,1
31840,41680,2017-03-05,True,14047018,,4,4,0,4,4,3,Work life balance.\r\nHelpful peers and managers.,None to my knowledge yet.,"""APPROVE""",11,1.0,Work life balancernHelpful peers managers ,None knowledge yet ,0,1
16550,21321,2018-07-18,True,21540456,4.0,0,0,0,0,0,0,Learning about latest and greatest tech.\r\nFun work enviornment.,None that i can think of,,10,,Learning latest greatest techrnFun work enviornment ,None think,1,1
23123,30719,2010-06-15,False,532772,3.0,3,0,0,3,2,4,"The pay was excellent and the bonuses were great.  The benefits were very good as well.  If you like the challenge of constantly learning new products, features, functions and selling techniques it was a good environment in which to work.","There was an every 'man' for himself mentality.  You sank or swam on your own.  If you were a self-starter, willing to put in tons of overtime to learn the products, politics and systems on your own you could succeed.  However, hard work was not always rewarded with any type of loyalty.  Decisions often came down to politics.","""APPROVE""",11,1.0,pay excellent bonuses great  benefits good well  like challenge constantly learning new products  features  functions selling techniques good environment work ,every man  mentality  sank swam  selfstarter  willing put tons overtime learn products  politics systems could succeed  However  hard work always rewarded type loyalty  Decisions often came politics ,1,0
14480,18656,2014-10-15,True,5177374,3.0,0,0,0,0,4,0,health insurance benefits for part-time employment. employee discount on selected goods and good workout,part-time but sometimes you only work for an 1 hour which total waist of time.,,8,,health insurance benefits parttime employment  employee discount selected goods good workout,parttime sometimes work  hour total waist time ,1,1
15414,20362,2023-01-26,True,73009789,3.0,0,0,0,0,0,0,"Supportive colleagues, ambitious cloud challenger",Constantly lower rated compensation on employee surveys,,11,,Supportive colleagues  ambitious cloud challenger,Constantly lower rated compensation employee surveys,0,1
4418,5761,2022-01-28,False,58737709,5.0,0,0,0,0,0,0,Liked the workplace and people,Had to move away to college,,10,,Liked workplace people,move away college,0,0
5162,6731,2021-12-01,True,56118924,5.0,0,0,0,0,0,0,Flexible and best benefits for a part time job.,Hot boring sweaty dirty grit and repetitive but it all pays the bills..,,8,,Flexible best benefits part time job ,Hot boring sweaty dirty grit repetitive pays bills ,0,1
321,417,2013-10-10,False,3164210,3.0,2,2,0,2,2,5,Knowledgeable people with high-level of expertise in their fields.  Multiple experts work well cross-functionally,Culture places low priority on individual growth and onboarding training.\r\nNew hires prepare for frustration in registration of devices and computer and introduction to systems and job description requirements.,,47,,Knowledgeable people highlevel expertise fields  Multiple experts work well crossfunctionally,Culture places low priority individual growth onboarding trainingrnNew hires prepare frustration registration devices computer introduction systems job description requirements ,1,0
23311,31008,2023-03-15,True,74528232,5.0,0,0,0,0,0,0,it got great employee pricing,it has a very monotonous environment,,10,,got great employee pricing,monotonous environment,0,1
24125,31895,2010-10-03,False,670833,3.0,4,0,0,4,4,4,"Empowerment\r\nResult oriented\r\nGreat learning experience\r\nI worked in this place and in general the environment is very positive, lots of camaraderie","The internal politics is an important factor to consider.\r\nAnother con is that there is little feedback provided, even though there are HR systems in place to do so.","""APPROVE""",11,1.0,EmpowermentrnResult orientedrnGreat learning experiencernI worked place general environment positive  lots camaraderie,internal politics important factor considerrnAnother con little feedback provided  even though HR systems place ,1,0
1661,2205,2022-09-28,False,69540953,5.0,4,4,4,3,3,4,"Tuition assistance, health &amp; wellness benefits + 401k program was great","If you work customer service, you’re fixing a lot of other peoples issues. For example: delivery driver arrives with dented fridge. Customers comes into store screaming at the person behind the desk. Not always worth it. More fun to work on the sales floor.","""APPROVE""",10,1.0,Tuition assistance  health  amp  wellness benefits  k program great,work customer service   fixing lot peoples issues  example  delivery driver arrives dented fridge  Customers comes store screaming person behind desk  always worth  fun work sales floor ,0,0
12,20,2023-09-05,False,79801103,,5,5,5,4,5,3,Strong company and room to transfer within. Great benefits. Amazing leaders. Lots of room to expand to different departments.,Depending on the department- leaves little room for growth or creating new beneficial and needed positions,"""APPROVE""",26,1.0,Strong company room transfer within  Great benefits  Amazing leaders  Lots room expand different departments ,Depending department leaves little room growth creating new beneficial needed positions,0,0
10279,13570,2018-01-12,True,18710037,,4,4,0,4,4,4,-Friendly work environment \r\n-Great group of staff that help you out \r\n-Hours a fairly flexible as well\r\n\r\nNote: Each store is run differently and there may be different managerial practices being placed. I was very content with the store I worked at.,-Process to update hours via the online scheduling app is problematic (have to go in store to manually change future hours),"""NO_OPINION""",10,0.0,Friendly work environment rnGreat group staff help rnHours fairly flexible wellrnrnNote  store run differently may different managerial practices placed  content store worked ,Process update hours via online scheduling app problematic  go store manually change future hours ,1,1
2579,3470,2015-02-13,True,5914787,,4,3,0,2,3,4,A variety of exciting & interesting careers. Fun work environment if you like cars \u002F trucks. Generous holiday and vacation allowance. Good salary for the industry. Good benefits & 401k match. Flexible hours. Ability to move around the company.,"Promotions don't always go to the most qualified people. There are fast track employees and then the rest; High performing, enthusiastic employees are left to claw and scratch their way up the chain unless you're one of the lucky chosen few (helps to be a minority). Highly bureaucratic environment. Be careful where you accept a job; some functions\u002Fareas are dead-enders and direct supervisors can make it hard for you to move within the company.",,2,,variety exciting  interesting careers  Fun work environment like cars uF trucks  Generous holiday vacation allowance  Good salary industry  Good benefits  k match  Flexible hours  Ability move around company ,Promotions nt always go qualified people  fast track employees rest  High performing  enthusiastic employees left claw scratch way chain unless one lucky chosen  helps minority   Highly bureaucratic environment  careful accept job  functionsuFareas deadenders direct supervisors make hard move within company ,0,1
5418,6904,2017-02-16,False,13810228,5.0,5,5,0,3,3,2,"Work around your schedule for school, easy no brainer job, lots of training opportunities","Rude customers, understaffed because of payroll, part time 25 hours max",,23,,Work around schedule school  easy brainer job  lots training opportunities,Rude customers  understaffed payroll  part time  hours max,0,0
5921,7779,2022-01-07,True,57574163,2.0,4,3,4,4,4,4,Learning experience \r\nEasy task\r\nEasy going,Bad hours\r\nLow pay \r\nBad management,"""NO_OPINION""",8,0.0,Learning experience rnEasy taskrnEasy going,Bad hoursrnLow pay rnBad management,0,1
2959,3931,2021-03-08,False,43658886,4.0,2,1,1,1,1,2,9\u002F80 schedule not much else,"horrible leadership, politics, favoritism, promotions not based on merit","""DISAPPROVE""",15,-1.0,uF schedule much else,horrible leadership  politics  favoritism  promotions based merit,0,0
34209,45734,2020-06-17,True,33744053,2.0,0,0,0,0,0,0,Stable employment aa aa aaa,Mediocre management aa aa aaa,,11,,Stable employment aa aa aaa,Mediocre management aa aa aaa,0,1
21383,28461,2016-09-03,False,11792171,3.0,1,2,0,1,1,3,hours and pay are okay.,for me it was the drive,,5,,hours pay okay ,drive,1,0
17252,22004,2020-04-02,True,32577793,5.0,3,3,0,3,4,4,Company health benefits and Meeting great people,Working Holidays and constant change,"""APPROVE""",5,1.0,Company health benefits Meeting great people,Working Holidays constant change,1,1
4011,5282,2022-04-19,True,63007346,5.0,5,5,5,5,4,3,Good place to work learning opportunities for freshers,Overall I would say it's a good place for careers and work life balance,,24,,Good place work learning opportunities freshers,Overall would say good place careers work life balance,1,1
2141,2742,2012-08-30,True,1902196,5.0,4,4,0,3,3,3,Not much...just you wont be chased by customer coz u supporting your own company.,Too much politics.some of the manager racist. pleople come n go.they didn't appreciate people that work longer.,"""APPROVE""",18,1.0,much  wont chased customer coz u supporting company ,much politicssome manager racist  pleople come n gothey nt appreciate people work longer ,1,1
11788,15687,2023-02-15,False,73656503,4.0,5,5,5,5,5,5,Good pay work life balance,No on site opportunities until a few years,"""APPROVE""",7,1.0,Good pay work life balance,site opportunities years,0,0
11879,15816,2023-02-21,False,73820428,5.0,5,5,5,5,5,5,Great culture and diversity globally,Slow technology and big infrastructure,"""APPROVE""",7,1.0,Great culture diversity globally,Slow technology big infrastructure,0,0
2266,2965,2022-12-16,False,71934057,4.0,3,3,3,3,3,3,"Flexible, benefits, employee discount, PTO",Inconsistency in schedule and only available 2 weeks prior,"""APPROVE""",10,1.0,Flexible  benefits  employee discount  PTO,Inconsistency schedule available  weeks prior,0,0
3946,5106,2022-06-21,False,65822202,5.0,1,2,3,2,3,2,You will learn a lot in a very short amount of time.,You will have an extreme workload and technician turnover is high.,,5,,learn lot short amount time ,extreme workload technician turnover high ,0,0
1442,1918,2019-03-11,True,25110253,3.0,3,2,0,1,1,2,Large portfolio of products to sell\nMedical benefits are good,Level 3 did nothing to integrate TWT and Global Crossing when they bought them thus Centurylink really acquired 3 different companies to go with the not quite integrated Qwest Centurytel and Savvis.  \nLeadership is completely absent from the day to day only to surface for the occasional quarterly call\nNo raises across the board in 2 years\nRIFs happening constantly so people don’t know if they have a job in the future,"""DISAPPROVE""",24,-1.0,Large portfolio products sellnMedical benefits good,Level  nothing integrate TWT Global Crossing bought thus Centurylink really acquired  different companies go quite integrated Qwest Centurytel Savvis  nLeadership completely absent day day surface occasional quarterly callnNo raises across board  yearsnRIFs happening constantly people  know job future,1,1
2528,3239,2017-08-02,True,16182466,2.0,5,5,0,5,5,5,"Great treat awesome customer service awesome company , you can find the perfect position for the type of person that you are. Great team of awesome players","Dealing with customers and getting projects done on time , trying please every customer when there's a time limit to projects","""APPROVE""",48,1.0,Great treat awesome customer service awesome company  find perfect position type person  Great team awesome players,Dealing customers getting projects done time  trying please every customer time limit projects,1,1
4501,5997,2017-08-21,True,16452268,3.0,2,4,0,3,5,5,Ability to take on roles cross functionally.  Great opportunity to gain experience and develop.,"Lack of professionalism within the plants.  The further you are from hq, the worse it gets.","""APPROVE""",2,1.0,Ability take roles cross functionally  Great opportunity gain experience develop ,Lack professionalism within plants  hq  worse gets ,0,1
382,501,2023-03-19,False,74666865,5.0,0,0,0,0,0,0,"Accumulating PTO, 401k matching, decent training and nice coworkers.","The main thing is work-life balance is horrible. If you don’t have PTO, you get an occurrence for a missed day no matter if it’s an emergency that you need attend and is say this from experience. I work in sales and the call volume is horrendous. You sit down and get calls back to back until you leave. You want a break? You’re only allowed to take your first break after 4 hours of continuous work and you’ll be exhausted after the first 20 calls you get in 2 hours. Not only that, but the wait time for customers have been 3 hours so imagine what type of customers you’ll get back to back by the time they get to you after 3 hours of waiting. On top of that, but a lot of customers have been transferred around irresponsibly and when they get to me, I find out that they were transferred incorrectly for the 3rd time and I need to do another transfer. I end up hearing a lot of horrible things from customers and I have escalated these situations MANY times to upper management and nothing has changed. The company has stated that they are going to have the system give longer pauses in between calls but that lasted a week and it was nowhere to be found. The attendance policy makes you feel like a machine or makes you put the company over your personal life. I’m a husband and father and many times I’ve had emergencies with my child and I had to choose between staying at work or going to my child’s aide and getting an occurrence even if I come back to work. There is no option to take time off without having PTO. Some companies allow you to take unpaid time off in advance but not Progressive and to accrue PTO takes ALOT of time to get the desired PTO you’re looking for and that’s if you have any PTO because those calls with exhaust you to the point of using your PTO which hundreds of us have done so we can try to rest ourselves. The company talks a big a talk about caring for its employees and the only thing they’ve done was send an email on how to hand stress. That right there should say a lot.",,9,,Accumulating PTO  k matching  decent training nice coworkers ,main thing worklife balance horrible   PTO  get occurrence missed day matter  emergency need attend say experience  work sales call volume horrendous  sit get calls back back leave  want break   allowed take first break  hours continuous work  exhausted first  calls get  hours   wait time customers  hours imagine type customers  get back back time get  hours waiting  top  lot customers transferred around irresponsibly get  find transferred incorrectly rd time need another transfer  end hearing lot horrible things customers escalated situations MANY times upper management nothing changed  company stated going system give longer pauses calls lasted week nowhere found  attendance policy makes feel like machine makes put company personal life   husband father many times  emergencies child choose staying work going child  aide getting occurrence even come back work  option take time without PTO  companies allow take unpaid time advance Progressive accrue PTO takes ALOT time get desired PTO  looking  PTO calls exhaust point using PTO hundreds us done try rest  company talks big talk caring employees thing  done send email hand stress  right say lot ,0,0
894,1136,2022-02-28,True,60403551,4.0,2,4,4,4,4,3,Support from upper mgt.\r\nCompetitive pay\r\nExtensive training,"Schedule, Work-life balance, Communication,Vague outlook, Attrition","""APPROVE""",48,1.0,Support upper mgtrnCompetitive payrnExtensive training,Schedule  Worklife balance  Communication  Vague outlook  Attrition,1,1
8969,11947,2014-03-04,False,3803124,4.0,4,4,0,2,3,3,"This was my first part-time job that I ever had. Being someone who loves being around technology, it seemed like a perfect fit. I enjoyed the products I was selling and helping customers in a retail setting. The discount is great too!","The only bad experience I had at Best Buy came directly from the level of micro-management the company has on its employees. This of course entirely depends on the department and manager, and I had both good and bad during my time with the company. But when it was bad, it was really bad. Managers would seemingly blame employees for zero customer traffic and would berate people for not selling or attaching. Just grew tiresome after a while. I guess that's retail though.","""NO_OPINION""",10,0.0,first parttime job ever  someone loves around technology  seemed like perfect fit  enjoyed products selling helping customers retail setting  discount great ,bad experience Best Buy came directly level micromanagement company employees  course entirely depends department manager  good bad time company  bad  really bad  Managers would seemingly blame employees zero customer traffic would berate people selling attaching  grew tiresome  guess retail though ,1,0
16923,21618,2014-05-07,False,4189734,3.0,2,0,0,2,2,2,"friendly staff, good discount, alot of hours","understaffed, thrown into training, takes advantage of teenage employees, angry menagment","""APPROVE""",5,1.0,friendly staff  good discount  alot hours,understaffed  thrown training  takes advantage teenage employees  angry menagment,1,0
17244,22102,2018-07-27,True,21688408,3.0,3,2,0,2,3,3,Starting pay is decent\r\nSick time and PTO for p\u002Ft and f\u002Ft is fair,management only develope their friends or favorites \r\nthe raise point system sucks!\r\nemployee treatment is even worse,"""NO_OPINION""",10,0.0,Starting pay decentrnSick time PTO puFt fuFt fair,management develope friends favorites rnthe raise point system sucks  rnemployee treatment even worse,1,1
824,1107,2021-09-03,False,52061672,4.0,4,0,0,0,2,0,The compensation and pay are industry standard. There are many training opportunities. Great work life balance.,There is limited upward mobility.,,24,,compensation pay industry standard  many training opportunities  Great work life balance ,limited upward mobility ,1,0
22997,30363,2012-06-17,True,1614120,3.0,2,1,0,1,2,2,The work itself is easy.,The cost if health insurance is very expensive. I pay $160 every 2 weeks for my family of 4. After being there fore almost 18 years I barely make $14\u002Fhour. They stress customer service when we don't have the staff to provide it.,"""DISAPPROVE""",5,-1.0,work easy ,cost health insurance expensive  pay   every  weeks family   fore almost  years barely make  uFhour  stress customer service nt staff provide ,1,1
6455,8387,2018-02-06,True,19098106,4.0,3,4,0,5,5,5,"Great compensation, and unmatched commission structure when into accelorators","Difficult Work\u002FLife balance, as many weeks are 80+ hours.  \r\nOracle is 100% about performance numbers and results, no subjectivity or excuses for not delivering","""APPROVE""",11,1.0,Great compensation  unmatched commission structure accelorators,Difficult WorkuFLife balance  many weeks  hours  rnOracle   performance numbers results  subjectivity excuses delivering,0,1
6839,8908,2021-12-04,False,56228252,3.0,1,3,1,1,1,1,Free soap in the bathroom,Everything. Everything is bad there.,"""DISAPPROVE""",5,-1.0,Free soap bathroom,Everything  Everything bad ,0,0
824,1062,2023-05-27,True,76843127,3.0,0,0,0,0,0,0,No no no no no,Its retail theres almost nothing but cons,,10,,,retail theres almost nothing cons,0,1
20939,27726,2021-05-26,True,47517565,3.0,0,0,0,0,0,0,"Work life balance, good pay, good management",none. great place to work,,11,,Work life balance  good pay  good management,none  great place work,0,1
9249,12107,2021-03-09,False,43739100,3.0,0,0,0,0,0,0,Coworkers are very nice and helpful,Not enough hours to work,,5,,Coworkers nice helpful,enough hours work,0,0
3483,4546,2022-05-13,False,64098562,5.0,3,2,2,1,1,2,The job was relatively easy,"Hard sales, and customers were rude, limited growth potential, wages did not match expected knowledge.","""DISAPPROVE""",10,-1.0,job relatively easy,Hard sales  customers rude  limited growth potential  wages match expected knowledge ,0,0
8203,10759,2021-05-02,True,46369767,5.0,4,3,4,4,4,3,"Flexibility, Active, Teamwork, Time flies.","Hard work, need to have stamina.","""NO_OPINION""",8,0.0,Flexibility  Active  Teamwork  Time flies ,Hard work  need stamina ,0,1
1083,1449,2021-03-31,True,44860665,1.0,3,1,1,1,2,1,check cashes and ability to work remote,too much to list here,"""DISAPPROVE""",24,-1.0,check cashes ability work remote,much list,1,1
1620,2164,2021-08-26,False,51670113,4.0,5,5,4,5,5,5,- great people\n- let you work from home\n- reasonable hours\n- supervisors always willing to help,"-inefficient communication at times, especially when trying to communicate with other practice areas internally",,2,, great peoplen let work homen reasonable hoursn supervisors always willing help,inefficient communication times  especially trying communicate practice areas internally,0,0
15848,20304,2019-11-13,False,30360327,5.0,0,0,0,0,0,0,hours and wage were not bad,nothing too bad in my opinion,,5,,hours wage bad,nothing bad opinion,1,0
2297,2947,2012-04-26,False,1469757,5.0,2,0,0,2,2,4,"Offer the best health care package (medical, vision, dental, etc.)",Not enough support for IT support when you have IT issue.,"""DISAPPROVE""",18,-1.0,Offer best health care package  medical  vision  dental  etc  ,enough support support issue ,1,0
644,849,2021-06-07,True,48004283,3.0,4,2,3,3,4,4,Get to work on Cutting-edge technology,"Get to work on cutting-edge technology that you get no formal training for. If I want training, I  have to pay for it or use Lumen's poorly curated learning library that has no clear path or syllabus to help you get there; Hirevue AI is being used for internal candidates now, transfers and \""internal\"" job opportunities are now seemingly competitive with (and use the same review process) external candidates in the name of fairness.","""APPROVE""",24,1.0,Get work Cuttingedge technology,Get work cuttingedge technology get formal training  want training  pay use Lumen poorly curated learning library clear path syllabus help get  Hirevue AI used internal candidates  transfers   internal  job opportunities seemingly competitive  use review process  external candidates name fairness ,1,1
1713,2217,2020-08-13,False,34895984,3.0,2,3,0,2,3,2,You meet a lot of great people. Your sales team become family. The discount is great also.,The pay and comp will only be enough to buy clothes.,"""APPROVE""",43,1.0,meet lot great people  sales team become family  discount great also ,pay comp enough buy clothes ,1,0
1580,2090,2021-06-02,True,47815773,,4,1,2,1,2,2,There's room for growth if you put in the effort.,The culture is very archaic and toxic.,"""APPROVE""",3,1.0,room growth put effort ,culture archaic toxic ,0,1
1380,1767,2017-03-15,True,14205231,5.0,2,3,0,2,3,2,"CDW is a stable, growing company.","I received a promotion resulting in a change from an hourly to a salaried position. Assuming I continue to work an average work week of 45 hours, my compensation is now 5% less. Additionally, due to the timing of the promotion, I was also deemed ineligible for this year's merit increase.",,17,,CDW stable  growing company ,received promotion resulting change hourly salaried position  Assuming continue work average work week  hours  compensation   less  Additionally  due timing promotion  also deemed ineligible year merit increase ,1,1
12971,16827,2017-12-11,True,18295709,2.0,5,5,0,5,5,5,"Great well-run company, lots of opportunities for those that excel",None that I can think of,"""APPROVE""",8,1.0,Great wellrun company  lots opportunities excel,None think,1,1
10320,13625,2011-04-16,True,899906,3.0,4,0,0,4,3,3,The health benefits are absolutely amazing if you get full-time status and have access to them!,"Management's type of praise is if you aren't getting yelled at for something, then you are doing fine. There is also a very tight-knit circle in the store of people you have to kiss up to in order to get promoted.","""DISAPPROVE""",10,-1.0,health benefits absolutely amazing get fulltime status access ,Management type praise nt getting yelled something  fine  also tightknit circle store people kiss order get promoted ,1,1
